user_id,text,serial_dummy,favorite_count,retweet_count,days_existed,verified,followers_count,friends_count,statuses_count,n_tweeted,usage
x1015894138376638464,My money is for my country and fellow countrymen.#मेरा_पैसा_मेरी_मर्जी,1,2,0,1378,0,205,203,3208,2,training
x1080426467735957506,Why should I buy from single source? Jabardasti thodi hai? #मेरा_पैसा_मेरी_मर्जी,1,1,0,1200,0,13,149,1627,2,testing
x1080426467735957506,Shame #शर्म_करो_उन्नाव_पुलिस,1,1,1,1200,0,13,149,1627,7,testing
x1080426467735957506,Why should I buy from single source? Jabardasti thodi hai? #मेरा_पैसा_मेरी_मर्जी,1,1,0,1200,0,13,152,1647,2,testing
x1080426467735957506,Shame #शर्म_करो_उन्नाव_पुलिस,1,1,1,1200,0,13,152,1647,7,testing
x1241734965894606850,"Ip Man 4: The Finale Full Movie Download In Hindi, English, Chinese And watch Online For free

Link: https://t.co/v0uVFemKWL

#IpMan4TheFinale #IpMan4 #MukeshAmbani #ReleaseAjazKhan #ArundhatiRoy #शर्म_करो_उन्नाव_पुलिस #SundayMorning #मेरा_पैसा_मेरी_मर्जी #ShahRukhKhan https://t.co/c4BXRzA2vV",0,2,0,755,0,2,12,54,4,testing
x1241734965894606850,"S*x Education Netflix Series Download And Watch Online

Link: https://t.co/D6mIDJsrUY

#Netflix #EachOneReachOne #KanganaRanaut #RubikaLiyaquat 
#MahaHotSpotsInDanger #DelhiRains #Ajazkhan #Whistle https://t.co/lOMwx3jsU8",0,1,1,755,0,2,12,54,2,testing
x1241734965894606850,"Ip Man 4: The Finale Full Movie Download In Hindi, English, Chinese And watch Online For free

Link: https://t.co/v0uVFemKWL

#IpMan4TheFinale #IpMan4 #MukeshAmbani #ReleaseAjazKhan #ArundhatiRoy #शर्म_करो_उन्नाव_पुलिस #SundayMorning #मेरा_पैसा_मेरी_मर्जी #ShahRukhKhan https://t.co/c4BXRzA2vV",0,2,0,755,0,2,12,54,4,testing
x1241734965894606850,"Ip Man 4: The Finale Full Movie Download In Hindi, English, Chinese And watch Online For free

Link: https://t.co/v0uVFemKWL

#IpMan4TheFinale #IpMan4 #MukeshAmbani #ReleaseAjazKhan #ArundhatiRoy #शर्म_करो_उन्नाव_पुलिस #SundayMorning #मेरा_पैसा_मेरी_मर्जी #ShahRukhKhan https://t.co/c4BXRzA2vV",0,2,0,755,0,2,13,66,4,testing
x1241734965894606850,"S*x Education Netflix Series Download And Watch Online

Link: https://t.co/D6mIDJsrUY

#Netflix #EachOneReachOne #KanganaRanaut #RubikaLiyaquat 
#MahaHotSpotsInDanger #DelhiRains #Ajazkhan #Whistle https://t.co/lOMwx3jsU8",0,1,1,755,0,2,13,66,2,testing
x1241734965894606850,"Ip Man 4: The Finale Full Movie Download In Hindi, English, Chinese And watch Online For free

Link: https://t.co/v0uVFemKWL

#IpMan4TheFinale #IpMan4 #MukeshAmbani #ReleaseAjazKhan #ArundhatiRoy #शर्म_करो_उन्नाव_पुलिस #SundayMorning #मेरा_पैसा_मेरी_मर्जी #ShahRukhKhan https://t.co/c4BXRzA2vV",0,2,0,755,0,2,13,66,4,testing
x356873820,"@rajeevm71 @Javedakhtarjadu Just forget this asshole, raajev sahab...
We all have understood to spend our money judiciously because #मेरा_पैसा_मेरी_मर्ज़ी",0,0,0,3895,0,194,263,2305,2,training
x356873820,"@rajeevm71 @Javedakhtarjadu Just forget this asshole, raajev sahab...
We all have understood to spend our money judiciously because #मेरा_पैसा_मेरी_मर्ज़ी",0,0,0,3895,0,200,264,2416,2,training
x1236853938495705089,"@unnaopolice @dgpup @Uppolice @CMOfficeUP @adgzonelucknow @Igrangelucknow @vikrant_ips @KPGBJP @ANINewsUP What happens @unnaopolice sir,  why you people are targeting nationalist and patriotic Anuj Bajpai, what wrong he has done?  This is 2nd time , just specify the single reason why it's happening .
 1/2 #शर्म_करो_उन्नाव_पुलिस",0,2,0,768,0,215,378,838,2,training
x1236853938495705089,"@unnaopolice @dgpup @Uppolice @CMOfficeUP @adgzonelucknow @Igrangelucknow @vikrant_ips @KPGBJP @ANINewsUP What happens @unnaopolice sir,  why you people are targeting nationalist and patriotic Anuj Bajpai, what wrong he has done?  This is 2nd time , just specify the single reason why it's happening .
 1/2 #शर्म_करो_उन्नाव_पुलिस",0,2,0,768,0,230,398,910,2,training
x1247152881897050112,"The partition of India is the most tragic and unimaginable chapter for India as well as for pakistan and Bangladesh.
But we don't have any diagnosis and role of British as they did in that time. #EveryMindMatters #मेरा_पैसा_मेरी_मर्जी",0,0,0,740,0,15,50,46,2,training
x1247152881897050112,"The partition of India is the most tragic and unimaginable chapter for India as well as for pakistan and Bangladesh.
But we don't have any diagnosis and role of British as they did in that time. #EveryMindMatters #मेरा_पैसा_मेरी_मर्जी",0,3,1,740,0,54,397,55,2,training
x371705413,"they have right to abuse our respected Hon. PM Modi Ji
People raises anti national 
slogans 
But their accounts are still not blocked,waah

 #KanganaRanaut https://t.co/vsn4svIXyh",0,3,2,3870,0,30,39,1782,3,testing
x371705413,"they have right to abuse our respected Hon. PM Modi Ji
People raises anti national 
slogans 
But their accounts are still not blocked,waah

 #KanganaRanaut https://t.co/vsn4svIXyh",0,3,2,3870,0,30,39,1782,3,testing
x371705413,"they have right to abuse our respected Hon. PM Modi Ji
People raises anti national 
slogans 
But their accounts are still not blocked,waah

 #KanganaRanaut https://t.co/vsn4svIXyh",0,3,2,3870,0,30,39,1786,3,testing
x804291521335988224,"Once again #AnujBajpai has been Arrested by Unnao Police, already he was got released yesterday, and again got Arrested on baseless allegations.
Another hand a most wanted criminal Maulana Saad is roaming freely on till date
#शर्म_करो_उन्नाव_पुलिस",0,3,3,1962,0,1675,762,106983,2,training
x804291521335988224,"Once again #AnujBajpai has been Arrested by Unnao Police, already he was got released yesterday, and again got Arrested on baseless allegations.
Another hand a most wanted criminal Maulana Saad is roaming freely on till date
#शर्म_करो_उन्नाव_पुलिस",0,3,3,1962,0,1672,765,108156,2,training
x705042427569000448,"#मेरा_पैसा_मेरी_मर्जी
 Who did the riot in Delhi? 
 Who roamed the country as a corona bomb? 
 Indignity from doctors, police, nursing staff, who did the stoning violence? 
 Just decide how to do business in the time ahead.",0,28,20,2236,0,749,857,7182,5,testing
x705042427569000448,"The thief's beard may contain not only a straw, but also coronavirus, so take care before purchasing anything. 
 Issued in public interest 
 Because ..... 
#मेरा_पैसा_मेरी_मर्जी",0,2,3,2236,0,749,857,7182,3,testing
x705042427569000448,"#मेरा_पैसा_मेरी_मर्जी @Twitter
 Here in India twitter gives you the liberty to abuse  Indian PM,abuse and mock Indian Gods and Goddesses,glorify murderous assault on Doctors
But,those who raise voices against these fascist forces are reprimanded and blocked. #shame_twitter_india",0,6,2,2236,0,749,857,7182,1,testing
x1171071228548800512,"Corona is not the enemy but a weapon of our enemy. We are fighting only the weapon but missing the enemy amongst us.
#मेरा_पैसा_मेरी_मर्जी",0,2,1,950,0,238,365,14202,2,testing
x1171071228548800512,"My money is for my countries' growth not for traitors and enemies .
#मेरा_पैसा_मेरी_मर्जी",0,2,1,950,0,238,365,14202,7,testing
x1171071228548800512,"I don't want to spend money on hotspots. There is a risk of virus.

#मेरा_पैसा_मेरी_मर्जी",0,0,0,950,0,238,365,14202,4,training
x1171071228548800512,"Corona is not the enemy but a weapon of our enemy. We are fighting only the weapon but missing the enemy amongst us.
#मेरा_पैसा_मेरी_मर्जी",0,2,1,950,0,240,364,14829,2,testing
x1097027982076588032,"My money, my choice.💰

#मेरा_पैसा_मेरी_मर्जी",0,0,0,1154,0,68,115,106,2,training
x1097027982076588032,"My money, my choice.💰

#मेरा_पैसा_मेरी_मर्जी",0,0,0,1154,0,82,233,107,2,training
x1583449549,"good job

#मेरा_पैसा_मेरी_मर्जी
-
https://t.co/ck1C7WHg6x https://t.co/IIo5vzD47v",0,8,0,3202,0,73,314,2021,2,training
x1583449549,"good job

#मेरा_पैसा_मेरी_मर्जी
-
https://t.co/ck1C7WHg6x https://t.co/IIo5vzD47v",0,8,0,3202,0,74,348,2029,2,training
x68898482,Freedom of choice #मेरा_पैसा_मेरी_मर्जी,0,1,0,4616,0,523,1524,6946,9,testing
x68898482,Freedom of choice #मेरा_पैसा_मेरी_मर्जी,0,1,0,4616,0,526,1535,7117,9,testing
x1089196292419407872,"* Ajaz Khan abuse PM Modi

* Owaisi brothers threaten Hindus

* Arundhati Roy raise slogans against India

* Comedians mock Hindu religion

It is Freedom of Expression

But if Rangoli Chandel &amp; Babita Phogat speak truth, it is called Communalism

This is India's Secularism",0,0,1,1176,0,63,403,9801,7,testing
x1096590283033194496,"#मेरा_पैसा_मेरी_मर्जीRSS volunteers distributed more than 1000 food packets to needy people in various areas of Samba, Jammu.
#मेरा_पैसा_मेरी_मर्जी https://t.co/t9m7XMM7zo",1,1,0,1155,0,122,470,1488,2,training
x1096590283033194496,"#मेरा_पैसा_मेरी_मर्जीRSS volunteers distributed more than 1000 food packets to needy people in various areas of Samba, Jammu.
#मेरा_पैसा_मेरी_मर्जी https://t.co/t9m7XMM7zo",1,1,0,1155,0,124,473,1550,2,training
x1211949843846848513,It is my money and hence choice  will be mine 🤑#मेरा_पैसा_मेरी_मर्जी,1,1,0,837,0,6,24,440,2,training
x1211949843846848513,It is my money and hence choice  will be mine 🤑#मेरा_पैसा_मेरी_मर्जी,1,1,0,837,0,6,26,588,2,training
x1526850132,"Say it loud ..

#मेरा_पैसा_मेरी_मर्जी
#My_Money_My_Choice",0,1,0,3224,0,35,300,146,3,testing
x1526850132,"Say it loud ..

#मेरा_पैसा_मेरी_मर्जी
#My_Money_My_Choice",0,2,0,3224,0,35,300,146,3,testing
x858545440840720385,"If constitution is choosing people who're eligible for reservation then I'm also have right to choose my barber,vegetable-fruit seller from my choice &amp; my community.
What is wrong in it?
I'm not even saying even a word to reject anyone it's just my choice.
#मेरा_पैसा_मेरी_मर्जी",0,2,0,1812,0,21,52,80,4,training
x858545440840720385,"If constitution is choosing people who're eligible for reservation then I'm also have right to choose my barber,vegetable-fruit seller from my choice &amp; my community.
What is wrong in it?
I'm not even saying even a word to reject anyone it's just my choice.
#मेरा_पैसा_मेरी_मर्जी",0,3,0,1812,0,21,52,81,4,training
x843751992,"#मेरा_पैसा_मेरी_मर्जी 
Now when the doctors and policemen are under attack, why are the leftist media, and secular leaders silent on lynching. 
 Attack by JehadiJamaat on Indian  Doctors doesn't come under Mob Lynching - Marx Uvach",0,3,2,3491,0,99,215,5476,2,testing
x843751992,"#मेरा_पैसा_मेरी_मर्जी  I h've the liberty to buy vegetables, fruits etc from whereever I desire. I would thus ensure that I don't buy anything carrying Covid19 virus,So sorry Abdul, Majeed, Imran, you've lost our faith by spitting in veg, fruits.I can't buy virus for my family",0,0,1,3491,0,99,215,5476,1,training
x843751992,"#मेरा_पैसा_मेरी_मर्जी German channel peddles lies of Arundhati Roy hallucinating about a ‘Muslim genocide’ in India, “hides” responses that show the havoc wreaked by Muslims",0,3,1,3491,0,99,215,5476,1,training
x843751992,"#मेरा_पैसा_मेरी_मर्जी 
@Twitter

 Here in India twitter gives you the liberty to abuse  Indian PM,abuse and mock Indian Gods and Goddesses,glorify murderous assault on Doctors.
But,those who raise voices against these fascist forces are reprimanded and blocked.",0,1,1,3491,0,99,215,5476,1,training
x843751992,"#मेरा_पैसा_मेरी_मर्जी 
Now when the doctors and policemen are under attack, why are the leftist media, and secular leaders silent on lynching. 
 Attack by JehadiJamaat on Indian  Doctors doesn't come under Mob Lynching - Marx Uvach",0,3,2,3491,0,119,234,6623,2,testing
x2214157452,"#मेरा_पैसा_मेरी_मर्जी
“Alone, we can do so little; together, we can do so much” – Helen Keller.",0,1,0,3064,0,1353,1729,1958,2,training
x1156665249199616002,"We all Indians strongly support #मेरा_पैसा_मेरी_मर्जी
It is a myth dt all Msulims r not bad..
If u stay with goons in a room..u will also b counted as 1..bettr to leave their company &amp; room..same way as a msulim u find ur community wrong bt still support it thn u too r wrong.",1,0,0,990,0,25,33,739,2,training
x1156665249199616002,"We all Indians strongly support #मेरा_पैसा_मेरी_मर्जी
It is a myth dt all Msulims r not bad..
If u stay with goons in a room..u will also b counted as 1..bettr to leave their company &amp; room..same way as a msulim u find ur community wrong bt still support it thn u too r wrong.",1,0,0,990,0,25,32,767,2,training
x2909767200,Freedom of choice #मेरा_पैसा_मेरी_मर्जी,0,2,0,2699,0,3226,961,3377,9,testing
x2909767200,Freedom of choice #मेरा_पैसा_मेरी_मर्जी,0,2,0,2699,0,3273,967,3390,9,testing
x155209345,"It is my right to  spend my hard earned money where ever I want.I make sure it is not used for jihad and terror activities.
#मेरा_पैसा_मेरी_मर्जी",0,3,0,4325,0,10,49,876,2,training
x155209345,"How illiterate unnao police ,why can't they simply understand that it is fake twitter profile.
#शर्म_करो_उन्नाव_पुलिस",0,2,0,4325,0,10,49,884,2,training
x155209345,"Why can't unnao police take action against jehadi forces.Dismiss the sp.
#शर्म_करो_उन्नाव_पुलिस",0,2,0,4325,0,10,49,884,2,training
x155209345,"Why bjp and yogi government is silent on this issue.
#शर्म_करो_उन्नाव_पुलिस",0,2,0,4325,0,10,49,884,2,testing
x155209345,"It is my right to  spend my hard earned money where ever I want.I make sure it is not used for jihad and terror activities.
#मेरा_पैसा_मेरी_मर्जी",0,3,0,4325,0,11,53,908,2,training
x155209345,"Why can't unnao police take action against jehadi forces.Dismiss the sp.
#शर्म_करो_उन्नाव_पुलिस",0,2,0,4325,0,11,53,908,2,training
x155209345,"Why bjp and yogi government is silent on this issue.
#शर्म_करो_उन्नाव_पुलिस",0,2,0,4325,0,11,53,908,2,testing
x155209345,"How illiterate unnao police ,why can't they simply understand that it is fake twitter profile.
#शर्म_करो_उन्नाव_पुलिस",0,2,0,4325,0,11,53,908,2,training
x3340044012,"@sunandasaxena @abhikrum @S_B_Pandey1982 @ManishJangidJNU
By all means boycott spitters, stone pelters, #TablighiJamatVirus. But just as all hindus cannot be blamed for Godse or all Sikhs for Indira Gandhi assassination, ensure hard working innocent muslims don't suffer
#मेरा_पैसा_मेरी_मर्जी",0,1,0,2426,0,202,35,7593,2,training
x3340044012,"@sunandasaxena @abhikrum @S_B_Pandey1982 @ManishJangidJNU
By all means boycott spitters, stone pelters, #TablighiJamatVirus. But just as all hindus cannot be blamed for Godse or all Sikhs for Indira Gandhi assassination, ensure hard working innocent muslims don't suffer
#मेरा_पैसा_मेरी_मर्जी",0,1,0,2426,0,202,33,7609,2,training
x798167001164349440,"FREE! Learn how to grow your blog from $0 to $700+ per month.
Only 40 people.
#ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY

Join &gt;&gt; https://t.co/hjvTNlLM7T",0,1,2,1979,0,13087,13417,31569,4,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY &gt;&gt; https://t.co/tfLbqaEbEw https://t.co/wiOTh9JcX1",0,4,3,1979,0,13087,13417,31569,3,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY https://t.co/mPg31h8lXg",0,4,3,1979,0,13087,13417,31569,3,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY &gt;&gt; https://t.co/tfLbqaVN36",0,2,4,1979,0,13087,13417,31569,3,training
x798167001164349440,"FREE! Learn how to grow your blog from $0 to $700+ per month.
Only 40 people.
#ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY

Join &gt;&gt; https://t.co/hjvTNlLM7T",0,1,2,1979,0,13083,13417,31570,4,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY &gt;&gt; https://t.co/tfLbqaEbEw https://t.co/wiOTh9JcX1",0,4,4,1979,0,13083,13417,31570,3,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY https://t.co/mPg31h8lXg",0,4,3,1979,0,13083,13417,31570,3,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY &gt;&gt; https://t.co/tfLbqaVN36",0,2,4,1979,0,13083,13417,31570,3,training
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY &gt;&gt; https://t.co/tfLbqaVN36",0,2,4,1979,0,13053,13390,31651,3,training
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY &gt;&gt; https://t.co/tfLbqaEbEw https://t.co/wiOTh9JcX1",0,4,4,1979,0,13053,13390,31651,3,testing
x798167001164349440,"FREE! Learn how to grow your blog from $0 to $700+ per month.
Only 40 people.
#ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY

Join &gt;&gt; https://t.co/hjvTNlLM7T",0,1,2,1979,0,13053,13390,31651,4,testing
x798167001164349440,"Ranjit Chowdhry Biography, Age, Family, Education, Movies, Net Worth And More #ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY https://t.co/mPg31h8lXg",0,4,3,1979,0,13053,13390,31651,3,testing
x798167001164349440,"FREE! Learn how to grow your blog from $0 to $700+ per month.
Only 40 people.
#ReleaseAjazKhan #IndiaCheckmatesChina #शर्म_करो_उन्नाव_पुलिस #मेरा_पैसा_मेरी_मर्जी #1YearforClassicJERSEY

Join &gt;&gt; https://t.co/hjvTNlLM7T",0,1,2,1979,0,13054,13390,31651,4,testing
x157317354,"A man can be KAFIR.
But his money cannot be HARAM for them.

Don't tell the name..
#मेरा_पैसा_मेरी_मर्जी",0,4,3,4319,0,464,695,1107,2,training
x157317354,"Why i pay you, to slaughter the mankind ??
#मेरा_पैसा_मेरी_मर्जी",0,3,2,4319,0,464,695,1107,2,testing
x157317354,"Why i pay you, to slaughter the mankind ??
#मेरा_पैसा_मेरी_मर्जी",0,3,2,4319,0,490,707,1118,2,testing
x157317354,"A man can be KAFIR.
But his money cannot be HARAM for them.

Don't tell the name..
#मेरा_पैसा_मेरी_मर्जी",0,4,3,4319,0,490,707,1118,2,training
x181862529,Loda lassun 🧄 #मेरा_पैसा_मेरी_मर्जी,0,0,0,4254,0,37,428,6254,2,training
x181862529,Kangana rocks!!! She ripped apart the librandus  #KanganaRanaut,0,2,1,4254,0,37,428,6256,2,training
x181862529,Loda lassun 🧄 #मेरा_पैसा_मेरी_मर्जी,0,0,0,4254,0,38,430,6324,2,training
x181862529,Kangana rocks!!! She ripped apart the librandus  #KanganaRanaut,0,2,1,4254,0,38,430,6328,2,training
x106060194,"#मेरा_पैसा_मेरी_मर्जी
Will surely think twice before buying anything from Tabhligi supporters.",0,4,3,4471,0,25,112,2955,2,training
x106060194,"#मेरा_पैसा_मेरी_मर्जी
Will surely think twice before buying anything from Tabhligi supporters.",0,4,3,4471,0,25,113,3030,2,training
x1159915134292320256,"@RiaRevealed @OpIndia_com Dear converted hindu, we actually dnt pay much attention on her nor modi ji. Few frogs jumps towards roads get crushed !! Let thm enjoy on road untill its lockdown. Thy again go back to mud whrevr thy live.",0,0,0,981,0,35,117,2188,1,training
x1124595040985083905,"I will show solidarity with my Hindu brothers and sisters and purchase goods from them in this critical situation where we find majority of the cases deliberately from a particular source, Boycott them.

I have right to spend my money whrevr I wish.

#मेरा_पैसा_मेरी_मर्जी https://t.co/LBRXiZPE7i",0,5,3,1078,0,20,51,1160,2,training
x1124595040985083905,"I will show solidarity with my Hindu brothers and sisters and purchase goods from them in this critical situation where we find majority of the cases deliberately from a particular source, Boycott them.

I have right to spend my money whrevr I wish.

#मेरा_पैसा_मेरी_मर्जी https://t.co/LBRXiZPE7i",0,9,5,1078,0,21,51,1176,2,training
x983025710443839488,"People trending 
#मेरा_पैसा_मेरी_मर्जी
Meanwhile Reserve Bank- https://t.co/75pzDLTkmr",0,5,2,1469,0,44,198,211,2,training
x983025710443839488,"People trending 
#मेरा_पैसा_मेरी_मर्जी
Meanwhile Reserve Bank- https://t.co/75pzDLTkmr",0,6,3,1469,0,44,198,212,2,training
x1058536909,"While criminals and terrorists caught on video abusing and assaulting the cops and healthcare professionals get away as single source, blue tick handles who endles spew venum at the nation are left untouched ,Anuj Bajpai is being haunted. Why? @CMOfficeUP 
#शर्म_करो_उन्नाव_पुलिस",0,90,87,3390,0,285,699,1586,5,testing
x830788211022651392,"The root of happiness is Dharma, the root of Dharma is Artha,the root of Artha is right governance,the root of which is victorious inner-restraint, the root of which is humility, he root of humility is serving the aged
-Chanakya
#मेरा_पैसा_मेरी_मर्जी 
#हारे_का_सहारा_हनुमान_हमारा",0,6,4,1889,0,63,23,256,2,training
x1209083296967118848,"Buy and use products and services from tata, patanajali, reliance, adani, etc who stand by nation during crisis.

#मेरा_पैसा_मेरी_मर्जी",0,7,6,845,0,148,215,550,2,testing
x1209083296967118848,"Buy and use products and services from tata, patanajali, reliance, adani, etc who stand by nation during crisis.

#मेरा_पैसा_मेरी_मर्जी",0,8,6,845,0,155,226,585,2,testing
x1010375874024050689,"Time to stand united
#ISupportBabitaPhogat
@BabitaPhogat",0,1,0,1393,0,467,545,5309,31,testing
x1114903436783280133,"Boycott those who support terrorists.
#मेरा_पैसा_मेरी_मर्जी",0,0,0,1105,0,553,859,2289,2,training
x1114903436783280133,"Safety of my family is my responsibility. 
#मेरा_पैसा_मेरी_मर्जी",0,1,0,1105,0,553,859,2289,2,training
x1114903436783280133,"We don't want our money to be used against us. 
#मेरा_पैसा_मेरी_मर्जी",0,0,0,1105,0,553,859,2289,2,training
x1114903436783280133,"Safety of my family is my responsibility. 
#मेरा_पैसा_मेरी_मर्जी",0,1,0,1105,0,561,842,2336,2,training
x1114903436783280133,"We don't want our money to be used against us. 
#मेरा_पैसा_मेरी_मर्जी",0,0,0,1105,0,561,842,2336,2,training
x1114903436783280133,"Boycott those who support terrorists.
#मेरा_पैसा_मेरी_मर्जी",0,0,0,1105,0,561,842,2336,2,training
x1239993918919450630,"Best way to make on fiverr
https://t.co/SWj1LcMZyz
↗️↗️↗️↕️↕️↕️↕️↖️↖️↖️↖️
Click above 

#ReleaseAjazKhan

#IndiaCheckmatesChina

#शर्म_करो_उन्नाव_पुलिस

#TogetherAtHome

#मेरा_पैसा_मेरी_मर्जी

#Surabhi

#राजारामचंद्र

#Brumby

#NishaJindal

#3CRPF",1,2,1,760,0,2,0,23,4,testing
x1239993918919450630,"Best way to make on fiverr
https://t.co/SWj1LcMZyz
↗️↗️↗️↕️↕️↕️↕️↖️↖️↖️↖️
Click above 

#ReleaseAjazKhan

#IndiaCheckmatesChina

#शर्म_करो_उन्नाव_पुलिस

#TogetherAtHome

#मेरा_पैसा_मेरी_मर्जी

#Surabhi

#राजारामचंद्र

#Brumby

#NishaJindal

#3CRPF",1,2,1,760,0,2,0,23,4,testing
x1239993918919450630,"Best way to make on fiverr
https://t.co/SWj1LcMZyz
↗️↗️↗️↕️↕️↕️↕️↖️↖️↖️↖️
Click above 

#ReleaseAjazKhan

#IndiaCheckmatesChina

#शर्म_करो_उन्नाव_पुलिस

#TogetherAtHome

#मेरा_पैसा_मेरी_मर्जी

#Surabhi

#राजारामचंद्र

#Brumby

#NishaJindal

#3CRPF",1,2,1,760,0,2,0,23,4,testing
x1239993918919450630,"Best way to make on fiverr
https://t.co/SWj1LcMZyz
↗️↗️↗️↕️↕️↕️↕️↖️↖️↖️↖️
Click above 

#ReleaseAjazKhan

#IndiaCheckmatesChina

#शर्म_करो_उन्नाव_पुलिस

#TogetherAtHome

#मेरा_पैसा_मेरी_मर्जी

#Surabhi

#राजारामचंद्र

#Brumby

#NishaJindal

#3CRPF",1,2,1,760,0,2,0,23,4,testing
